weight	classification	source	location	subject	claim
ORDINARY	NO-SUBJECT	docstring	boltrig/fleet/infrastructure/cell_spawner.py:602		The privileged loop: read a request, validate it, spawn, hand back.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/cell_spawner.py:643		Fail closed and stay up.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/cell_spawner.py:644		and raises; it never mistakes a refusal for a running cell.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/cell_spawner.py:645		cause here (the ONLY place that holds it): the API is told nothing but
ORDINARY	NO-SUBJECT	docstring	boltrig/fleet/infrastructure/cell_spawner.py:90		What this spawner will agree to do, held by the spawner and not the caller.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_app_server.py:21		server request is refused with a typed error - never a pump crash.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_app_server.py:368		task so the single reader never blocks;
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_app_server.py:411		Answering must never crash the pump: a failed write leaves the
ORDINARY	NO-SUBJECT	docstring	boltrig/fleet/infrastructure/codex_assignment_model_binding.py:1		Pop-once hand-off of one exact model selection to trusted Codex admission.
ORDINARY	NO-SUBJECT	docstring	boltrig/fleet/infrastructure/codex_cell_boundary.py:130		Refuse anything our own euid owns: an owner can always restore write.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_cell_boundary.py:134		NAME THE ACCOUNT.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_cell_boundary.py:276		access to everything its uid can reach cannot rewrite, append to, read,
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_cell_boundary.py:279		Derived, never configured.
ORDINARY	NO-SUBJECT	docstring	boltrig/fleet/infrastructure/codex_cell_boundary.py:94		Resolve the single shared helper path, defaulting to the image location.
ORDINARY	NO-SUBJECT	docstring	boltrig/fleet/infrastructure/codex_cell_policy.py:1		Fail-closed filesystem, binary, and environment policy for Codex cells.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_cell_policy.py:205		The read-only reasoning lane's workspace is always EMPTY, so its projection is a
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_cell_policy.py:208		assert the projection without the filesystem read the capless API cannot perform
ORDINARY	NO-SUBJECT	docstring	boltrig/fleet/infrastructure/codex_cell_policy.py:215		Assert a projection is the known EMPTY read-only workspace, without any fs read.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_cell_policy.py:282		(2000N) in a 0700 slot the API cannot traverse, so these exact lstat/resolve/
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_cell_policy.py:286		them local.
ORDINARY	NO-SUBJECT	docstring	boltrig/fleet/infrastructure/codex_cell_policy.py:40		Pre-provisioned cell layout whose workspace was sanitized upstream.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_cell_provisioning.py:136		acquire), so a fresh directory must not already exist.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_cell_provisioning.py:143		so its content can never change after the digest is taken.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_cell_supervisor.py:241		slot, which the API cannot traverse;
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_cell_supervisor.py:247		[2026] VJS-CC-VJS 6 H5: argv is REQUIRED, never defaulted.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_cell_supervisor.py:254		else fails closed here rather than reaching execve.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_cell_supervisor.py:280		kernel gate, never crashing the pump ([2026] VJS-COUNTY 12).
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_cell_supervisor.py:300		failure leaks nothing to the caller.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_cell_supervisor.py:322		Per-cell: the workspace lives in a 0700 cell-uid slot the API cannot read,
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_cell_supervisor.py:323		and the read-only lane's workspace is always EMPTY, so re-attest against the
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_cell_supervisor.py:325		the API cannot perform.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_cell_supervisor.py:370		Re-validated at merge time: the base keys always win on a collision
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_cell_supervisor.py:371		(the validator already refuses one), and the base is never mutated.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_cell_supervisor.py:60		not succeed the cell is never handed out.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_kernel_tools_phase.py:100		both read these constants, so the two sides cannot drift - the same
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_kernel_tools_phase.py:112		and a run carrying more than this cannot be attested exactly, so it degrades
ORDINARY	NO-SUBJECT	docstring	boltrig/fleet/infrastructure/codex_kernel_tools_phase.py:155		Canonicalize the per-run wire-name ceiling, fail-closed.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_kernel_tools_phase.py:170		narrow it to ~74 today, which is the only reason it does not bite.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_kernel_tools_phase.py:72		the ONLY lane that never sent the floor - including the sentence that explains
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_kernel_tools_phase.py:98		and the version a process compiles must not change under it mid-life.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_model_proxy_server.py:205		runtime's own config: Codex 0.144.3 cannot suppress its built-in
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_model_proxy_server.py:228		The kernel-only upstream key is injected here and NEVER seen by the
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_model_proxy_server.py:236		Exclusivity limb (a): the chokepoint is only the only path if the
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_model_proxy_server.py:237		tail cannot leave it.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_model_proxy_server.py:277		Fail-closed truncation is correct either way;
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_model_proxy_server.py:279		the ceiling this run held the reason).
ORDINARY	NO-SUBJECT	docstring	boltrig/fleet/infrastructure/codex_model_proxy_server.py:299		Read the request body under the hard verifiable cap.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_model_proxy_server.py:56		transport never imports or hard-codes a store.
ORDINARY	NO-SUBJECT	docstring	boltrig/fleet/infrastructure/codex_protocol.py:16		Base error whose text never includes request or response payloads.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_runtime_actor.py:264		exception's TYPE is a class name from our own stack - never model output,
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_runtime_actor.py:265		tool arguments, or user text - so it is safe here and it is the only
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_runtime_actor.py:315		it is never translated into the ledger.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_runtime_actor.py:375		message are server-owned, never model or user content).
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_runtime_admission.py:100		catalogue names cannot represent wire names, and kernel tools are not
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_runtime_admission.py:160		ONE (the kernel's own face).
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_runtime_admission.py:161		declared - or declaring one that never came up - fails closed here.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_runtime_admission.py:248		pinning is never implied by omission.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_runtime_config.py:246		Derived from the record, so it cannot disagree with it.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_runtime_config_argv.py:115		Pin the kernel-tools MCP leaves too: a rewritten per-cell config cannot
ORDINARY	NO-SUBJECT	docstring	boltrig/fleet/infrastructure/codex_runtime_config_argv.py:230		Refuse an argv whose auth.args names another cell.
ORDINARY	NO-SUBJECT	docstring	boltrig/fleet/infrastructure/codex_runtime_config_policy.py:152		The MCP server pair is both-present or both-absent, never half-wired.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_runtime_config_toml.py:20		the named environment variable at spawn time - never in this file, never on
ORDINARY	NO-SUBJECT	docstring	boltrig/fleet/infrastructure/codex_runtime_event_state.py:10		Detect native lifecycle drift;
ORDINARY	NO-SUBJECT	docstring	boltrig/fleet/infrastructure/codex_runtime_event_state.py:69		Refuse root completion while any observed descendant work is still live.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_runtime_events.py:115		seam only.
ORDINARY	NO-SUBJECT	docstring	boltrig/fleet/infrastructure/codex_runtime_events.py:448		A usage count, floored at 0.
ORDINARY	NO-SUBJECT	docstring	boltrig/fleet/infrastructure/codex_runtime_events.py:65		Normalize observations; native limits are detection tripwires, not controls.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_runtime_preflight.py:289		fail-closed.
ORDINARY	NO-SUBJECT	docstring	boltrig/fleet/infrastructure/codex_runtime_validation.py:130		Copy a schema so a malformed mutable backing value cannot race the request.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_runtime_validation.py:57		cannot predict, so the exact spec-token compare is relaxed to a slot-shape
ORDINARY	NO-SUBJECT	docstring	boltrig/fleet/infrastructure/codex_sandbox_engagement.py:146		Leg one.
ORDINARY	NO-SUBJECT	docstring	boltrig/fleet/infrastructure/codex_sandbox_engagement.py:164		Leg two, the claim.
ORDINARY	NO-SUBJECT	docstring	boltrig/fleet/infrastructure/codex_sandbox_engagement.py:185		Leg three, the negative control.
ORDINARY	NO-SUBJECT	docstring	boltrig/fleet/infrastructure/codex_sandbox_engagement.py:211		Prove the read-only sandbox refuses writes on this host, right now.
ORDINARY	NO-SUBJECT	docstring	boltrig/fleet/infrastructure/codex_server_request_handler.py:57		The approve option could not be identified unambiguously (fail closed).
ORDINARY	NO-SUBJECT	docstring	boltrig/fleet/infrastructure/codex_server_request_handler.py:61		Derive codex's answer to a server-initiated request; never crash the pump.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_server_request_handler.py:74		Fail closed: refuse rather than guess a label;
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_server_request_handler.py:75		runs on a fabricated approval, and we never auto-deny before it either.
ORDINARY	NO-SUBJECT	docstring	boltrig/fleet/infrastructure/codex_server_request_handler.py:99		The unique offered option label that means approve, else fail closed.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_stdio_transport.py:18		its pidfd can observe THAT it exited but never its real wait status.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_stdio_transport.py:20		clean cell teardown - so on its own it must never read as a failure, or every
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_stdio_transport.py:245		The type is our own class name, never cell output (K-20).
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_stdio_transport.py:25		teardown, never logged verbatim (codex stderr can carry tool arguments = user
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_stdio_transport.py:257		(never raises - a diagnostic must not turn a clean close into a failure).
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_stdio_transport.py:261		lines.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_stdio_transport.py:274		Drain stderr (so the pipe never blocks the child) while ACCUMULATING the
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_stdio_transport.py:293		labels only, never a stderr line - so a degraded cell is diagnosable
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_stdio_transport.py:302		close failed pass force=True and always get returncode + markers.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_stdio_transport.py:31		label.
ORDINARY	NO-SUBJECT	docstring	boltrig/fleet/infrastructure/codex_trusted_cell_config.py:42		Return allocated credentials, never credentials asserted by the child.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_trusted_proxy_ingress.py:153		The dropped API (uid 10001, empty permitted set) cannot read a uid-distinct
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_trusted_proxy_ingress.py:164		The capture is a CROSS-CHECK, never the source of the expectation: that is what lets
ORDINARY	NO-SUBJECT	docstring	boltrig/fleet/infrastructure/codex_trusted_proxy_ingress.py:329		Assert the boundary, register the App Server, bind, and start serving.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_trusted_proxy_provider.py:191		environment never carries the upstream key (CODEX_ACCESS_TOKEN).
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_trusted_proxy_provider.py:223		helper on a writable path can never construct a live provider at all.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_trusted_proxy_provider.py:230		pops it.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_trusted_proxy_provider.py:236		registers, provisioning the forbidden two-cell state.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_trusted_proxy_provider.py:314		by the supervisor and never handed out.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_trusted_proxy_provider.py:323		start() only returns once on_spawned succeeded, so this cannot
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_trusted_proxy_provider.py:324		happen;
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_trusted_proxy_provider.py:440		A failed acquire must not strand the API-owned cell tree the
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_trusted_proxy_provider.py:462		An EMPTY ceiling is never admitted as a tools lane: the config
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_trusted_proxy_provider.py:464		the two must always agree.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_trusted_proxy_provider.py:503		keep the protocol-only seam and cannot accidentally fabricate evidence.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_trusted_proxy_provider.py:645		successor can never take a uid still in use (J10).
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_trusted_proxy_support.py:73		proxy and never lives here.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/codex_trusted_proxy_support.py:77		never has to be escaped into the Python literal.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/linux_peer_identity.py:168		capless API cannot perform;
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/linux_peer_process_handle.py:13		Python may not expose this newer Linux socket option even when the running
ORDINARY	NO-SUBJECT	docstring	boltrig/fleet/infrastructure/memory_execution_ledger.py:65		Serializable non-evicting fake that fails closed at configured limits.
ORDINARY	NO-SUBJECT	docstring	boltrig/fleet/infrastructure/memory_grant_lease_support.py:27		The bounded local adapter cannot retain another security tombstone.
ORDINARY	NO-SUBJECT	docstring	boltrig/fleet/infrastructure/memory_ledger_capacity.py:1		Fail-closed capacity checks for the bounded in-memory execution ledger.
ORDINARY	NO-SUBJECT	docstring	boltrig/fleet/infrastructure/memory_ledger_validation.py:1		Fail-closed hierarchy and lifecycle checks for the memory ledger adapter.
ORDINARY	NO-SUBJECT	docstring	boltrig/fleet/infrastructure/memory_model_proxy_grants.py:45		Security state cannot grow without exceeding its configured hard bound.
ORDINARY	NO-SUBJECT	docstring	boltrig/fleet/infrastructure/model_proxy_ceiling_errors.py:1		Shared fail-closed model-proxy ceiling errors.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/model_proxy_peer_ancestry.py:105		impossible in the single-cell posture, so almost always the >1 case is a
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/model_proxy_peer_ancestry.py:110		"ambiguous" message hid.
ORDINARY	NO-SUBJECT	docstring	boltrig/fleet/infrastructure/model_proxy_peer_ancestry.py:122		A content-free descriptor of WHY no ancestor matched, for the server log.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/model_proxy_peer_ancestry.py:33		/proc/<pid>/ns/pid the capless API cannot read.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/model_proxy_peer_attestation.py:101		the caller.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/model_proxy_peer_attestation.py:98		Logged here, server-side only, never on the wire: the public
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/model_proxy_peer_listener.py:193		Fail-closed: drop this peer, write nothing, keep serving.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/model_proxy_peer_listener.py:194		reason is safe: attestation/issuer failures carry static messages, never
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/model_proxy_peer_listener.py:218		can shut down instead of hanging on a peer that will never arrive.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/model_proxy_peer_listener.py:46		Injected by the composition (never the real broker in tests): given the attested
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/model_proxy_peer_listener.py:53		(never by widened file perms) - that widening is exactly what VJS-CC-VJS 2/3
ORDINARY	NO-SUBJECT	docstring	boltrig/fleet/infrastructure/model_proxy_peer_registry.py:206		Drop the oldest terminal tombstones once the terminal bound is exceeded.
ORDINARY	NO-SUBJECT	docstring	boltrig/fleet/infrastructure/model_proxy_peer_registry.py:73		Internal registration receipt;
ORDINARY	NO-SUBJECT	docstring	boltrig/fleet/infrastructure/model_proxy_tool_ceiling.py:128		The top-level tools one declared entry contributes after the ceiling.
ORDINARY	NO-SUBJECT	docstring	boltrig/fleet/infrastructure/model_proxy_tool_ceiling.py:229		The earliest event terminator in the buffer as ``(index, length)``.
ORDINARY	NO-SUBJECT	docstring	boltrig/fleet/infrastructure/model_proxy_tool_ceiling.py:248		Flush the trailing partial event at stream end.
ORDINARY	NO-SUBJECT	docstring	boltrig/fleet/infrastructure/model_proxy_tool_ceiling.py:330		The bare name + exact namespace a returned call maps to, or None.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/model_proxy_tool_ceiling.py:64		so without this the whole response would buffer, never emit, and the tool call
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/model_proxy_tool_ceiling.py:69		namespace ONLY, so a qualified name can never smuggle a tool from elsewhere.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/postgres_capability_attestation_support.py:106		The interpolated name is a module-level column-list constant, never
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/postgres_capability_attestation_support.py:120		The interpolated name is a module-level column-list constant, never
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/postgres_grant_lease_support.py:189		The interpolated name is a module-level column-list constant, never
ORDINARY	NO-SUBJECT	docstring	boltrig/fleet/infrastructure/postgres_ledger_hydrate.py:71		Serialize every mutation for one root run, exactly as the memory lock does.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/postgres_model_proxy_grant_support.py:217		The interpolated name is a module-level column-list constant, never
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/infrastructure/postgres_root_engine_decisions.py:93		ON CONFLICT fired so a row must exist;
ORDINARY	NO-SUBJECT	docstring	boltrig/fleet/mastra.py:14		The Mastra-style plan cannot be compiled into a bounded workflow.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/model_gateway.py:155		: boolean; the URL is configured by presence.
ORDINARY	NO-SUBJECT	docstring	boltrig/fleet/model_gateway.py:33		An in-memory, TTL-bounded ``conversation_id -> model`` binding.
ORDINARY	NO-SUBJECT	docstring	boltrig/fleet/model_router.py:24		Choose an agent's governed endpoint for one input modality.
ORDINARY	NO-SUBJECT	docstring	boltrig/fleet/permanent_runtime.py:1		Governed lazy runtime binding for permanent Chief/Department profiles.
ORDINARY	NO-SUBJECT	docstring	boltrig/fleet/ports/authority.py:11		Resolve all current ceilings;
ORDINARY	NO-SUBJECT	docstring	boltrig/fleet/ports/capability_attestations.py:31		The bounded attestation store cannot retain another immutable set.
ORDINARY	NO-SUBJECT	docstring	boltrig/fleet/ports/execution_ledger.py:1		Canonical execution-ledger persistence boundary.
ORDINARY	NO-SUBJECT	docstring	boltrig/fleet/ports/root_engine_decisions.py:20		The bounded decision store cannot retain another immutable root.
ORDINARY	NO-SUBJECT	docstring	boltrig/fleet/ports/workflow.py:12		A meaningful Boltrig phase assignment, never a Codex thought/tool call.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/prompt_stack.py:103		are granted, reachable, and simply never CHOSEN.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/prompt_stack.py:26		in an <untrusted ...>...</untrusted> envelope is DATA to weigh, never an
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/prompt_stack.py:44		recall, channel inbound text) are structurally wrapped so the model can always
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/prompt_stack.py:75		its own pinned birth instructions and NEVER called compose_system_prompt, so
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/prompt_stack.py:80		was tagging attacker-capable text for a model that had never been taught to
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/prompt_stack.py:85		(a) the model emitted tool calls as PROSE, so they never reached the
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/prompt_stack.py:89		repeating an identical call is never the recovery;
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/prompt_stack.py:96		(f) the agent never remembered anything.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/pump.py:320		cancel arrived while routing, head.handle (the dispatch) never runs.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/pump.py:327		In-flight adapter call: a cancel requested DURING this never interrupts
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/pump.py:329		at the next cooperative point (D3, FORBIDDEN: no mid-step hard kill).
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/pump.py:340		never interrupted;
ORDINARY	NO-SUBJECT	docstring	boltrig/fleet/pump.py:355		Honor a ``workflow:<wf_id>`` target: trigger the named workflow (SEC-178).
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/pump.py:421		D6: a convergent item whose aggregate is degraded is never DONE.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/pump.py:503		idempotent, so re-running it never double-writes ([2026] VJS-COUNTY 6, D1/D4).
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/pump.py:586		D8: a refused cancel is logged by lease_token.write and NEVER swallowed -
ORDINARY	NO-SUBJECT	docstring	boltrig/fleet/pump.py:607		Notify a channel-originated item's human of its terminal state (SEC-179), and sweep the run's secure-input credentials (SEC-181).
ORDINARY	NO-SUBJECT	docstring	boltrig/fleet/pump.py:645		Re-save a succeeded, synthesised workflow as learned (US-WFL-03).
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/pump.py:76		from (Phase 3, US-WFL-03).
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/pump.py:87		a deterministic automation.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/reflection.py:70		failure must never fail the run - but a swallow at DEBUG made
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/result.py:51		never at zero.
ORDINARY	NO-SUBJECT	docstring	boltrig/fleet/runtime.py:122		OpenAI-style messages with the authoritative system prompt prepended;
ORDINARY	NO-SUBJECT	docstring	boltrig/fleet/runtime.py:194		A typed unavailable result, never an unmarked echo.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/runtime.py:33		backend does not report real usage, so accounting is never left blank.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/runtime.py:42		is UNKNOWN and must degrade to the env default runtime, never crash a run (P9).
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/runtime.py:448		degrade-marked under the REQUESTED lane's name, never the lane itself.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/runtime.py:73		Decision 0012: Codex is the only target agent runtime and script stays the
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/runtime.py:86		set, or reducing it to Codex, is expressly forbidden while production_ready is
ORDINARY	NO-SUBJECT	docstring	boltrig/fleet/runtime_resolver.py:31		A composed runtime cannot honestly satisfy an authored pinned profile.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/spawn.py:225		cross: see _inherit_adapter_bearer for why the child cannot use the seal
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/spawn.py:377		(0/0) is priced on the total exactly as before - never at zero.
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/spawn.py:505		The run never happened: honest degradation (US-FLT-07), so the chat
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/ultracode.py:67		(ultracode_memory.memory_prompt), never as bare prompt text (SEC-72).
ORDINARY	NO-SUBJECT	docstring	boltrig/fleet/ultracode_memory.py:283		Prompt-safe memory block: recall is untrusted data, never instruction.
ORDINARY	NO-SUBJECT	docstring	boltrig/fleet/workers.py:179		True when BOLTRIG_REQUIRE_DURABLE demands fail-closed selection (US-EXE-05).
ORDINARY	NO-SUBJECT	comment	boltrig/fleet/workers.py:212		fault leaves enqueue fail-closed (KeyError), never breaks boot (P9).
ORDINARY	NO-SUBJECT	comment	boltrig/identity/ai_keys.py:122		The org key always applies (independent of allow_own_ai_keys).
ORDINARY	NO-SUBJECT	comment	boltrig/identity/auth.py:169		A missing/non-numeric iat must not let a far-future exp sail through:
ORDINARY	NO-SUBJECT	comment	boltrig/identity/auth.py:368		Unmapped / none / an unknown tier -> denied fail-closed (K-13),
ORDINARY	NO-SUBJECT	comment	boltrig/identity/auth.py:72		(HS*) algorithm are rejected outright - never inferred from the JWKS - so an
ORDINARY	NO-SUBJECT	comment	boltrig/identity/auth.py:78		request with a bogus kid must not amplify into an outbound IdP fetch per
ORDINARY	NO-SUBJECT	comment	boltrig/identity/password_reset_evidence.py:15		deliberately never called, so attributing it to provider failure would
ORDINARY	NO-SUBJECT	comment	boltrig/identity/passwords.py:33		always fails but costs the same as a genuine verify.
ORDINARY	NO-SUBJECT	comment	boltrig/identity/passwords.py:80		A corrupt/foreign hash string is treated as a non-match (fail-closed),
ORDINARY	NO-SUBJECT	comment	boltrig/identity/provisioning.py:173		the first read so the _RlsPool does not fail closed on login.
ORDINARY	NO-SUBJECT	comment	boltrig/identity/rbac.py:139		(see identity/provisioning.effective_grants_for_request), never up (COUNTY 5).
ORDINARY	NO-SUBJECT	comment	boltrig/identity/rbac.py:173		only ever intersected DOWN, never widened): a workspace membership can only take
ORDINARY	NO-SUBJECT	comment	boltrig/identity/rbac.py:174		authority away, never add it.
ORDINARY	NO-SUBJECT	comment	boltrig/identity/rbac.py:175		grants unchanged (that path never reaches here) - backward-compat is pinned.
ORDINARY	NO-SUBJECT	comment	boltrig/identity/rbac.py:189		agent -> the agent ceiling: a non-human runtime seat operates but never
ORDINARY	NO-SUBJECT	comment	boltrig/identity/rbac.py:20		is the owner, admin is a full operator+configurator, member operates but cannot
ORDINARY	NO-SUBJECT	comment	boltrig/identity/rbac.py:201		Action suffixes that only READ (never mutate).
ORDINARY	NO-SUBJECT	comment	boltrig/identity/rbac.py:203		writes, so a viewer cannot keep it: it collapses (fail-closed, never widen).
ORDINARY	NO-SUBJECT	comment	boltrig/identity/sessions.py:194		pre-COUNTY-11: login never seeded an active org, so active_org_id is None)
ORDINARY	NO-SUBJECT	comment	boltrig/identity/sessions.py:197		(backward-compatible);
