id	area	statement	status	evidence	invariant
BT-REQ-1243	SPEC-12-observability-doctor	log_safety imports nothing from the rest of the package so kernel and adapters share one copy of the rule.	IMPLEMENTED-UNTESTED	`boltrig/log_safety.py:16` `"This module has NO imports from the rest of the package"`	-
BT-REQ-1244	SPEC-12-observability-doctor	Untrusted spans are wrapped in a typed envelope whose literal untrusted delimiters are defanged inside the content.	IMPLEMENTED	`boltrig/text_envelope.py:56` `"body = _neutralise_untrusted_delimiters(content)"`	SEC-72
BT-REQ-1245	SPEC-12-observability-doctor	The envelope delimiter matcher tolerates zero-width, soft-hyphen and BOM gaps so an invisible character cannot forge a delimiter.	IMPLEMENTED	`boltrig/text_envelope.py:24` `"_TAG_GAP = r\"[\\s\\u00ad\\u200b-\\u200f\\u2060-\\u2064\\ufeff]*\""`	SEC-72
BT-REQ-1246	SPEC-12-observability-doctor	Envelope attribute values are stripped of angle brackets, quotes, CR and LF.	IMPLEMENTED-UNTESTED	`boltrig/text_envelope.py:31` `"_ATTR_UNSAFE_RE = re.compile(r'[<>\"\\r\\n]')"`	SEC-72
BT-REQ-1247	SPEC-12-observability-doctor	Every boltrig process installs one root logging handler with a formatter carrying timestamp, level name and logger name.	IMPLEMENTED	`boltrig/api/logging_config.py:56` `"logging.basicConfig(level=level, format=FORMAT, force=force)"`	-
BT-REQ-1248	SPEC-12-observability-doctor	An unreadable BOLTRIG_LOG_LEVEL falls back to INFO rather than silencing the process.	IMPLEMENTED	`boltrig/api/logging_config.py:45` `"return level if isinstance(level, int) else logging.INFO"`	-
BT-REQ-1249	SPEC-12-observability-doctor	Both the ASGI and worker entrypoints call configure_logging at import and neither calls basicConfig itself.	IMPLEMENTED	`boltrig/api/asgi.py:18` `"configure_logging()"`	-
BT-REQ-1250	SPEC-12-observability-doctor	boltrig doctor performs static checks with no dependency I/O and exits 1 if and only if at least one check is fail.	IMPLEMENTED	`boltrig/api/doctor.py:62` `"return 1 if self.failed else 0"`	-
BT-REQ-1251	SPEC-12-observability-doctor	Doctor production mode is inferred from BOLTRIG_PRODUCTION or from ENV, BOLTRIG_ENV or APP_ENV in prod, production or staging, or forced by --production.	IMPLEMENTED	`boltrig/api/doctor.py:161` `"in _PROD_NAMES for k in (\"ENV\", \"BOLTRIG_ENV\", \"APP_ENV\")"`	-
BT-REQ-1252	SPEC-12-observability-doctor	Doctor fails any run whose DATABASE_URL contains a shipped placeholder fragment, in production or not.	IMPLEMENTED	`boltrig/api/doctor.py:196` `"DATABASE_URL still contains a placeholder."`	-
BT-REQ-1253	SPEC-12-observability-doctor	Doctor fails a production run whose audit HMAC key is placeholder-like or shorter than 32 characters.	IMPLEMENTED	`boltrig/api/doctor.py:229` `"_weak(env.get(\"BOLTRIG_AUDIT_HMAC_KEY\"), min_len=32)"`	K-19
BT-REQ-1254	SPEC-12-observability-doctor	Doctor fails BOLTRIG_DEV_AUTH under a production signal.	IMPLEMENTED	`boltrig/api/doctor.py:263` `"BOLTRIG_DEV_AUTH is enabled in production mode."`	SEC-60
BT-REQ-1255	SPEC-12-observability-doctor	Doctor fails a wildcard or unset host allowlist under production and any wildcard CORS origin in any mode.	IMPLEMENTED	`boltrig/api/doctor_edge.py:34` `"BOLTRIG_CORS_ORIGINS contains '*'."`	-
BT-REQ-1256	SPEC-12-observability-doctor	A full release mode with no exact packaged-desktop Tauri origin in BOLTRIG_CORS_ORIGINS fails.	IMPLEMENTED	`boltrig/api/doctor_edge.py:42` `"env.get(\"BOLTRIG_RELEASE_MODE\") == \"full\""`	IAC-005
BT-REQ-1257	SPEC-12-observability-doctor	Doctor warns for every retired runtime name a tenant manifest still enables.	IMPLEMENTED	`boltrig/api/doctor.py:361` `"f\"retired_runtime_{kind}\","`	FR-RUN-01
BT-REQ-1258	SPEC-12-observability-doctor	Doctor derives the application and Hatchet database names without reflecting any DSN credential and fails when the configured sources disagree.	IMPLEMENTED	`boltrig/api/doctor_backups.py:68` `"Database sources disagree: {sources}."`	SEC-71
BT-REQ-1259	SPEC-12-observability-doctor	Production doctor fails an unset BACKUP_REMOTE or an unset BACKUP_PASSPHRASE.	IMPLEMENTED	`boltrig/api/doctor_backups.py:106` `"BACKUP_PASSPHRASE is unset; Hatchet signing state"`	SEC-71
BT-REQ-1260	SPEC-12-observability-doctor	Production doctor fails a Browser CLI state root or binary that references a user home or personal tool state.	IMPLEMENTED	`boltrig/api/doctor_stack_state.py:120` `"points at a user-owned {tool} binary path."`	FR-HOST-11
BT-REQ-1261	SPEC-12-observability-doctor	One shared predicate decides whether a tenant needs the browser CLI, consumed by doctor, the fleet entrypoint and readiness.	IMPLEMENTED	`boltrig/api/doctor_stack_state.py:47` `"def needs_browser_cli(manifest: FleetManifest) -> bool:"`	FR-HOST-11
BT-REQ-1262	SPEC-12-observability-doctor	The doctor codex check fails under production whenever the static release posture is not ready.	IMPLEMENTED	`boltrig/api/doctor_codex.py:54` `"\"fail\" if production else \"warn\","`	IAC-005
BT-REQ-1263	SPEC-12-observability-doctor	Doctor never fails on Hatchet: an absent durable engine is at most a warning.	IMPLEMENTED-UNTESTED	`boltrig/api/doctor.py:509` `"Hatchet live engine wiring is absent; local fallback only."`	-
BT-REQ-1264	SPEC-12-observability-doctor	With no manifest path, doctor records one warn and skips every manifest-gated check family without changing the exit code.	IMPLEMENTED-UNTESTED	`boltrig/api/doctor.py:374` `"No manifest path was provided; manifest checks skipped."`	-
BT-REQ-1265	SPEC-12-observability-doctor	The doctor helper _csv is defined and never called.	DEAD	`boltrig/api/doctor.py:154` `"def _csv(value: str"`	-
BT-REQ-1266	SPEC-12-observability-doctor	/healthz answers from the cached adapter posture without awaiting adapter I/O and its top-level status is the literal ok.	IMPLEMENTED	`boltrig/kernel/health_routes.py:35` `"\"status\": \"ok\","`	FR-OPS-05
BT-REQ-1267	SPEC-12-observability-doctor	A stale adapter-health cache schedules exactly one bounded background re-probe off the request path.	IMPLEMENTED	`boltrig/adapters/loader.py:108` `"self._refresh_task = loop.create_task(self.refresh_health())"`	FR-OPS-05
BT-REQ-1268	SPEC-12-observability-doctor	Each adapter health probe is cut off after 2.5 seconds and recorded down rather than hanging the caller.	IMPLEMENTED	`boltrig/adapters/loader.py:86` `"await asyncio.wait_for(adapter.health(), probe_timeout_s)"`	FR-OPS-05
BT-REQ-1269	SPEC-12-observability-doctor	/readyz is unauthenticated, coalesces concurrent probes under one lock, and serves a deep copy of a briefly cached redacted result.	IMPLEMENTED	`boltrig/api/readiness.py:166` `"async with self._cache_lock:"`	FR-OPS-03
BT-REQ-1270	SPEC-12-observability-doctor	/readyz returns 503 whenever any required check is not exactly ok.	IMPLEMENTED	`boltrig/kernel/health_routes.py:66` `"status_code=200 if report.get(\"status\") == \"ready\" else 503,"`	FR-OPS-03
BT-REQ-1271	SPEC-12-observability-doctor	Readiness requires the packaged Alembic head to be the only applied head, compared as an exact tuple.	IMPLEMENTED	`boltrig/api/readiness_dependencies.py:130` `"head_ok = tuple(heads) == (expected_head,)"`	FR-OPS-03
BT-REQ-1272	SPEC-12-observability-doctor	Production readiness refuses a process-local event relay with reason wrong_backend before any Redis probe runs.	IMPLEMENTED	`boltrig/api/readiness.py:238` `"if production and not self._kernel.events.shared:"`	FR-OPS-03
BT-REQ-1273	SPEC-12-observability-doctor	Control-plane readiness requires live registration, persisted verbs, control-owned bindings, an activated adapter record and five wired collaborators.	IMPLEMENTED	`boltrig/api/readiness_control.py:51` `"ready = ("`	FR-OPS-03
BT-REQ-1274	SPEC-12-observability-doctor	Readiness requires the browser stack tool only where the tenant manifest declares browser automation.	IMPLEMENTED	`boltrig/api/readiness.py:55` `"return _STACK_TOOL_IDS if needs_browser_cli(manifest) else frozenset()"`	FR-OPS-03
BT-REQ-1275	SPEC-12-observability-doctor	The live stack-tool check requires a fresh HMAC-authenticated fleet receipt and maps any unrecognised probe reason to unavailable.	IMPLEMENTED	`boltrig/api/readiness.py:354` `"safe_reason = ("`	FR-OPS-03
BT-REQ-1276	SPEC-12-observability-doctor	A configured but unprobed model gateway reports unchecked rather than disabled and remains not required.	IMPLEMENTED	`boltrig/fleet/model_gateway.py:184` `"return (\"unchecked\", \"configured_but_health_check_disabled\")"`	FR-OPS-03
BT-REQ-1277	SPEC-12-observability-doctor	Hatchet readiness is required only when the health flag, the durability flag or a client token is configured, and a configured-but-unreachable engine fails closed.	IMPLEMENTED	`boltrig/api/readiness.py:373` `"is_truthy(env.get(\"BOLTRIG_HATCHET_HEALTH\"))"`	FR-OPS-03
BT-REQ-1278	SPEC-12-observability-doctor	Password-reset delivery readiness is required only under its own flag and always reports provider_delivery_proven false.	IMPLEMENTED	`boltrig/api/readiness_dependencies.py:73` `"provider_delivery_proven=False,"`	FR-OPS-03
BT-REQ-1279	SPEC-12-observability-doctor	Background-job readiness entries are always not required and can never make readiness not_ready.	IMPLEMENTED	`boltrig/observability/background_jobs.py:150` `"\"required\": False,"`	SEC-WRK-34
BT-REQ-1280	SPEC-12-observability-doctor	An unreadable or timed-out background receipt read degrades every job to attempt_evidence_unavailable rather than failing readiness.	IMPLEMENTED-UNTESTED	`boltrig/api/background_readiness.py:43` `"return _unavailable_checks()"`	SEC-WRK-34
BT-REQ-1281	SPEC-12-observability-doctor	A background receipt row whose job name this build does not know is skipped rather than taking the whole readiness read down.	IMPLEMENTED-UNTESTED	`boltrig/store/background_jobs.py:348` `"return _receipts_skipping_unknown(rows)"`	SEC-WRK-34
BT-REQ-1282	SPEC-12-observability-doctor	A background attempt receipt write failure is logged at warning and swallowed so it can never change the janitor outcome.	IMPLEMENTED	`boltrig/observability/background_jobs.py:40` `"Best-effort evidence write that can never change"`	SEC-WRK-34
BT-REQ-1283	SPEC-12-observability-doctor	Boot aborts with a fatal RuntimeError when dev auth is selected under any production signal.	IMPLEMENTED	`boltrig/api/boot_guards.py:32` `"raise RuntimeError("`	SEC-60
BT-REQ-1284	SPEC-12-observability-doctor	Boot aborts with a fatal RuntimeError when the audit HMAC key is a known shipped placeholder under any production signal.	IMPLEMENTED	`boltrig/api/boot_guards.py:58` `"if signal is not None and is_placeholder_secret(key):"`	K-19
BT-REQ-1285	SPEC-12-observability-doctor	With no production signal a placeholder audit key logs a warning every boot and does not abort.	IMPLEMENTED	`boltrig/api/boot_guards.py:64` `"if is_placeholder_secret(key):"`	K-19
BT-REQ-1286	SPEC-12-observability-doctor	refuse_dev_auth_in_prod tests only the production signal; its dev-auth precondition is established by its single caller.	IMPLEMENTED-UNTESTED	`boltrig/api/boot_guards.py:30` `"signal = production_signal(env)"`	SEC-60
BT-REQ-1287	SPEC-12-observability-doctor	One placeholder predicate is shared by the doctor, the boot guard and the readiness receipt key so the three sites cannot disagree.	IMPLEMENTED	`boltrig/config/weak_secrets.py:52` `"def is_placeholder_secret(value: str"`	K-19
BT-REQ-1288	SPEC-12-observability-doctor	boltrig fleet-health exits 0 with an explicit NOT CHECKED message when the heartbeat is disabled by configuration and no receipt can exist.	IMPLEMENTED	`boltrig/api/fleet_health.py:63` `"NOT CHECKED: no REDIS_URL, so the heartbeat is disabled"`	FR-OPS-05
BT-REQ-1289	SPEC-12-observability-doctor	BOLTRIG_FLEET_HEALTH_REQUIRE_RECEIPT converts both NOT CHECKED branches of fleet-health into exit 1.	IMPLEMENTED	`boltrig/api/fleet_health.py:60` `"if env.get(_REQUIRE_ENV):"`	FR-OPS-05
BT-REQ-1290	SPEC-12-observability-doctor	fleet-health treats a merely present receipt as insufficient: it must also be fresh within the configured TTL and authentic for this tenant.	IMPLEMENTED	`boltrig/api/fleet_health.py:93` `"await read_fleet_tool_receipt("`	FR-OPS-05
BT-REQ-1291	SPEC-12-observability-doctor	GET /v1/platform/status requires an authenticated principal and returns only bounded, redacted projections.	IMPLEMENTED	`boltrig/kernel/platform_routes/platform_status.py:105` `"@app.get(\"/v1/platform/status\")"`	FR-OBS-08
BT-REQ-1292	SPEC-12-observability-doctor	Any component metadata key containing a secret-like fragment is dropped and any http or https string value is nulled before projection.	IMPLEMENTED	`boltrig/kernel/platform_routes/platform_status.py:51` `"if any(part in name.lower() for part in _SECRET_KEY_PARTS):"`	FR-OBS-09
BT-REQ-1293	SPEC-12-observability-doctor	The network-policy projection returns no proxy URL, CA path, domain value or provider endpoint and names each surface's coverage limitation.	IMPLEMENTED	`boltrig/observability/network_policy.py:56` `"No proxy URL, CA path/content, domain value or provider endpoint is returned."`	SEC-WRK-35
BT-REQ-1294	SPEC-12-observability-doctor	The identity-policy projection returns a mode, a sha256 generation digest and no issuer, audience or JWKS value.	IMPLEMENTED-UNTESTED	`boltrig/observability/identity_policy.py:77` `"\"generation\": hashlib.sha256("`	-
BT-REQ-1295	SPEC-12-observability-doctor	The Codex admission projection cannot report ready in this build because all three inputs are false or non-empty constants.	IMPLEMENTED	`boltrig/observability/codex_admission.py:33` `"ready = runtime_ready and config_ready and not blockers"`	-
BT-REQ-1296	SPEC-12-observability-doctor	Memory-projection receipts carry opaque per-tenant digests, no content, at most 50 rows, and an explicit truncated flag.	IMPLEMENTED	`boltrig/observability/memory_projection_delivery.py:153` `"\"truncated\": len(rows) > MAX_MEMORY_PROJECTION_RECEIPTS,"`	SEC-WRK-36
BT-REQ-1297	SPEC-12-observability-doctor	GET /v1/backup/status reads only the sidecar's bounded atomic epoch marker, never a backup artifact, and never claims restore readiness.	IMPLEMENTED	`boltrig/observability/backup_status.py:18` `"Read only the sidecar's atomic epoch marker, never backup artifacts."`	SEC-71
BT-REQ-1298	SPEC-12-observability-doctor	A marker file over 32 bytes, non-ascii, non-digit or dated in the future is classified invalid_marker rather than parsed.	IMPLEMENTED	`boltrig/observability/backup_status.py:43` `"if len(raw) > 32 or not value.isascii() or not value.isdigit():"`	SEC-71
BT-REQ-1299	SPEC-12-observability-doctor	The health-claim gate fails any first-party service whose healthcheck probes liveness on an application that has a readiness route, and its waiver file is empty.	IMPLEMENTED-UNTESTED	`scripts/check_health_claims.py:26` `"registers a readiness path (/readyz, /ready, /readiness), the healthcheck is"`	-
BT-REQ-1300	SPEC-13-api-composition-bootstrap	Each serving process composes exactly one manifest snapshot, one trusted Codex configuration and one Bifrost model catalogue, through compose_process_model_runtime.	IMPLEMENTED	boltrig/api/model_runtime_composition.py:31 "return manifest_path, manifest, codex_config, BifrostModelCatalogue()"	CODEX-COMPOSITION-1
BT-REQ-1301	SPEC-13-api-composition-bootstrap	The manifest's non-secret runtime environment is exported before the Codex configuration and the catalogue are built, and that export fills only variables the process environment leaves absent.	IMPLEMENTED	tests/unit/test_model_runtime_composition.py::test_manifest_gateway_is_exported_before_process_model_resources_are_composed	CODEX-COMPOSITION-1
BT-REQ-1302	SPEC-13-api-composition-bootstrap	compose_api_app injects the identical codex_config object into the kernel factory, the chat wiring, the platform factory and the app spawner.	IMPLEMENTED	tests/unit/test_codex_trusted_composition.py::test_api_composition_shares_one_codex_config_with_every_factory	CODEX-COMPOSITION-1
BT-REQ-1303	SPEC-13-api-composition-bootstrap	build_kernel_async never re-reads the manifest when the caller injects a snapshot.	IMPLEMENTED	tests/unit/test_codex_trusted_composition.py::test_kernel_uses_the_composition_manifest_snapshot_without_rereading	CODEX-COMPOSITION-1
BT-REQ-1304	SPEC-13-api-composition-bootstrap	build_kernel_async refuses to boot when an injected sensitive endpoint id disagrees with the snapshot's configured sensitive endpoint.	IMPLEMENTED-UNTESTED	boltrig/api/bootstrap.py:440 "sensitive model routing changed during process composition"; no test found (bounded: grep -rn "sensitive model routing changed" . --include='*.py')	-
BT-REQ-1305	SPEC-13-api-composition-bootstrap	The audit-key boot guard runs as the first statement of build_kernel_async, before any store connection.	IMPLEMENTED	boltrig/api/bootstrap.py:419 "refuse_default_audit_key_in_prod()"; guard proven by tests/security/test_audit_key_provisioning.py::test_every_shipped_placeholder_is_fatal_under_a_production_signal	K-19
BT-REQ-1306	SPEC-13-api-composition-bootstrap	build_store returns a durable PostgresStore when DATABASE_URL is set and an in-memory store otherwise.	IMPLEMENTED	boltrig/api/bootstrap.py:89 "if settings.database_url:"; tests/unit/test_bootstrap_store.py::test_runtime_store_never_replays_mutable_bootstrap	-
BT-REQ-1307	SPEC-13-api-composition-bootstrap	No runtime boot applies schema.sql: every PostgresStore connection this area opens passes apply_schema=False, with or without RLS.	IMPLEMENTED	boltrig/api/bootstrap.py:100 "apply_schema=False, rls=rls"; tests/unit/test_bootstrap_store.py::test_runtime_store_never_replays_mutable_bootstrap	-
BT-REQ-1308	SPEC-13-api-composition-bootstrap	The shared rate-limit counter and the event relay are both constructed from REDIS_URL, and the relay is told whether a production signal is present.	IMPLEMENTED-UNTESTED	boltrig/api/bootstrap.py:423 "counter = build_counter(os.environ.get(\"REDIS_URL\"))"; no test asserts this wiring at the composition root (bounded: grep -rn "build_counter\\	build_event_relay" tests/)
BT-REQ-1309	SPEC-13-api-composition-bootstrap	A manifest boot constructs the Kernel with the manifest's blocking-verb set, its HITL approval timeout and its development posture.	IMPLEMENTED	boltrig/api/bootstrap.py:446 "blocking_verbs=manifest.blocking_verbs(),"; tests/unit/test_codex_trusted_composition.py::test_kernel_uses_the_composition_manifest_snapshot_without_rereading	CODEX-COMPOSITION-1
BT-REQ-1310	SPEC-13-api-composition-bootstrap	A boot that finds no manifest seeds a minimal offline demo tenant named 'default' rather than failing.	IMPLEMENTED	boltrig/api/bootstrap.py:459 "no manifest found; booted minimal demo tenant"; tests/integration/test_manifest_boot.py::test_healthz_green	-
BT-REQ-1311	SPEC-13-api-composition-bootstrap	The manifest seed registers web.fetch before rehydrating store-persisted adapters, so the web row is never warned about and then registered.	IMPLEMENTED-UNTESTED	boltrig/api/bootstrap.py:301 "a pure ordering artifact that read"; no test asserts the order (bounded: grep -rn "_register_web_fetch\\	_rehydrate_store_adapters" tests/)
BT-REQ-1312	SPEC-13-api-composition-bootstrap	Adapter rehydration skips ids the manifest already registered this boot and emits a shape-specific warning for every row it cannot reconstruct.	IMPLEMENTED-UNTESTED	boltrig/api/bootstrap.py:239 "the manifest registered this id this boot already"; no test drives _rehydrate_store_adapters (bounded: grep -rn "_rehydrate_store_adapters" tests/)	SEC-22
BT-REQ-1313	SPEC-13-api-composition-bootstrap	Skill-directory loading is best-effort: a bad skill file warns and the boot continues.	IMPLEMENTED-UNTESTED	boltrig/api/bootstrap.py:312 "a bad skill file should not stop boot"; no test seeds a bad skill file at boot (bounded: grep -rn "load_skills_dir" tests/)	-
BT-REQ-1314	SPEC-13-api-composition-bootstrap	The pending desktop-command registry is created, and the desktop.* verbs registered, only when BOLTRIG_DESKTOP_HANDS is truthy.	IMPLEMENTED	boltrig/api/bootstrap.py:135 "Default OFF: a kernel that does"; tests/security/test_desktop_hands.py	-
BT-REQ-1315	SPEC-13-api-composition-bootstrap	External MCP servers declared in the manifest are registered inert, pending the review gate, and their bearers bind by credential reference rather than raw material.	IMPLEMENTED	boltrig/api/bootstrap.py:206 "each INERT pending review (SEC-22)"; tests/integration/test_round_fifteen_bundle.py	SEC-22
BT-REQ-1316	SPEC-13-api-composition-bootstrap	The agent invoker is set last in kernel construction and carries the same provider, catalogue and sensitive role as every spawner the process owns.	IMPLEMENTED	boltrig/api/bootstrap.py:461 "kernel.set_agent_invoker("; tests/unit/test_codex_trusted_composition.py::test_make_agent_invoker_threads_runtime_policy_to_resolver	CODEX-COMPOSITION-1
BT-REQ-1317	SPEC-13-api-composition-bootstrap	asgi.py configures root logging before importing anything else from boltrig.	IMPLEMENTED	boltrig/api/asgi.py:18 "configure_logging()"; tests/unit/test_logging_is_configured.py::test_both_entrypoints_configure_logging_and_neither_rolls_its_own	-
BT-REQ-1318	SPEC-13-api-composition-bootstrap	Both the ASGI entrypoint and the fleet worker resolve the configured add-on set at import, so an unregistered name is a startup failure rather than a mid-turn one.	IMPLEMENTED-UNTESTED	boltrig/api/asgi.py:26 "_ADDONS = active_addons()" and boltrig/api/worker.py:58 "_ADDONS = active_addons()"; no test imports either module with a bad BOLTRIG_ADDONS (bounded: grep -rn "BOLTRIG_ADDONS" tests/)	-
BT-REQ-1319	SPEC-13-api-composition-bootstrap	The FastAPI object is built at import while the kernel, spawner, chat service and platform bag are built inside the ASGI lifespan on the serving loop.	IMPLEMENTED	boltrig/kernel/app.py:276 "if not hasattr(app.state, \"kernel\"):"; tests/integration/test_manifest_boot.py::test_invoke_through_booted_stack	-
BT-REQ-1320	SPEC-13-api-composition-bootstrap	The API kernel factory publishes an 'api' birth receipt only when the desired-state overlay of the snapshot is available, and publishes nothing when it is not.	IMPLEMENTED	boltrig/api/app_composition.py:34 "if manifest is not None and effective_manifest is None:"; tests/unit/test_codex_trusted_composition.py::test_api_composition_shares_one_codex_config_with_every_factory	CODEX-COMPOSITION-1
BT-REQ-1321	SPEC-13-api-composition-bootstrap	select_principal_resolver refuses to boot on a partial manifest OIDC trio and on a manifest trio that differs from a simultaneously configured process trio.	IMPLEMENTED	tests/security/test_identity_manifest_wiring.py::test_manifest_oidc_partial_or_process_drift_refuses_boot	-
BT-REQ-1322	SPEC-13-api-composition-bootstrap	With no authentication configured, the selected resolver refuses every request with 401 rather than falling through to a permissive default.	IMPLEMENTED-UNTESTED	boltrig/api/bootstrap.py:496 "authentication is not configured"; no test drives the deny-all branch (bounded: grep -rn "deny_all\\	authentication is not configured" tests/)
BT-REQ-1323	SPEC-13-api-composition-bootstrap	make_platform_factory binds every immutable boot input by partial application and leaves only the kernel to be supplied at lifespan.	IMPLEMENTED	boltrig/api/platform_bootstrap.py:158 "return functools.partial("; tests/unit/test_readiness.py::test_platform_composition_threads_the_manifest_into_readiness	CODEX-COMPOSITION-1
BT-REQ-1324	SPEC-13-api-composition-bootstrap	The platform factory registers the durable workers and the Boltrig task definitions, and a registration fault warns without failing the boot.	IMPLEMENTED-UNTESTED	boltrig/api/platform_bootstrap.py:106 "boltrig task registration failed"; no test drives the failing branch (bounded: grep -rn "register_boltrig_tasks" tests/)	-
BT-REQ-1325	SPEC-13-api-composition-bootstrap	The platform projection carries composition truth only: a configured boolean and the non-secret model id, never provider topology, URLs or upstream keys.	IMPLEMENTED	boltrig/api/platform_bootstrap.py:37 "Projection receives composition truth only, never provider details."; tests/unit/test_codex_trusted_composition.py::test_api_composition_shares_one_codex_config_with_every_factory	CODEX-COMPOSITION-1
BT-REQ-1326	SPEC-13-api-composition-bootstrap	ReadinessService is constructed with the process manifest snapshot, the selected executor, the stack-tool status provider and the password-reset delivery pair.	IMPLEMENTED	tests/unit/test_readiness.py::test_platform_composition_threads_the_manifest_into_readiness	CODEX-COMPOSITION-1
BT-REQ-1327	SPEC-13-api-composition-bootstrap	worker.py configures logging and resolves add-ons at module import, using the same declared configuration as the ASGI entrypoint and rolling none of its own.	IMPLEMENTED	tests/unit/test_logging_is_configured.py::test_both_entrypoints_configure_logging_and_neither_rolls_its_own	-
BT-REQ-1328	SPEC-13-api-composition-bootstrap	The fleet worker composes the same one-snapshot runtime as the API and builds its kernel through build_kernel_async on the running loop.	IMPLEMENTED	tests/unit/test_codex_trusted_composition.py::test_standalone_worker_shares_one_codex_provider_with_its_spawner	CODEX-COMPOSITION-1
BT-REQ-1329	SPEC-13-api-composition-bootstrap	A failed desired-fleet overlay degrades the worker to the minimal default org and never crashes the boot.	IMPLEMENTED-UNTESTED	boltrig/api/worker.py:285 "manifest load failed (%s); using the default org"; the failing branch has no test (bounded: grep -rn "effective_manifest_from_desired" tests/)	-
BT-REQ-1330	SPEC-13-api-composition-bootstrap	The worker records a permanent-fleet startup observation only when the desired overlay actually applied.	IMPLEMENTED	tests/fleet/test_worker_janitors.py::test_default_org_does_not_claim_permanent_fleet_startup_parity	SEC-WRK-27
BT-REQ-1331	SPEC-13-api-composition-bootstrap	The worker publishes a 'fleet' birth receipt over the overlaid manifest, its own add-on snapshot and the process Codex configuration.	IMPLEMENTED	tests/unit/test_codex_trusted_composition.py::test_standalone_worker_shares_one_codex_provider_with_its_spawner	CODEX-COMPOSITION-1
BT-REQ-1332	SPEC-13-api-composition-bootstrap	The fleet worker starts seven named background loops: audit-anchor, hitl-expiry, audit-outbox, fleet stack-tool heartbeat, retention, workflow-scheduler and session-distillation.	IMPLEMENTED	boltrig/api/worker.py:341 "return ("; tests/fleet/test_worker_janitors.py::test_the_fleet_worker_starts_the_retention_janitor	SEC-74
BT-REQ-1333	SPEC-13-api-composition-bootstrap	Every janitor is disabled only by an explicit interval of zero or less, and the worker logs which choice it made so 'off' is a decision on the record.	IMPLEMENTED	boltrig/api/worker.py:176 "'off' is a decision on the record rather than the silence it used to be."; tests/fleet/test_worker_janitors.py::test_the_retention_janitor_is_off_only_when_someone_turns_it_off	SEC-74
BT-REQ-1334	SPEC-13-api-composition-bootstrap	The fleet stack-tool heartbeat starts only when REDIS_URL is configured, and the worker logs which case applied.	IMPLEMENTED-UNTESTED	boltrig/api/worker.py:324 "fleet stack-tool heartbeat not started (REDIS_URL not configured)"; the enabled branch has no test (bounded: grep -rn "run_fleet_tool_heartbeat" tests/)	-
BT-REQ-1335	SPEC-13-api-composition-bootstrap	When the delegation pump loop ends, every started background task is cancelled and gathered and the kernel is closed.	IMPLEMENTED	boltrig/api/worker.py:431 "await _stop_background_tasks(tasks)"; tests/unit/test_codex_trusted_composition.py::test_standalone_worker_shares_one_codex_provider_with_its_spawner asserts kernel.aclose was awaited once	-
BT-REQ-1336	SPEC-13-api-composition-bootstrap	The fleet worker installs its own executor-only HITL resume notifier so the expiry sweep's reconciliation pass has a notifier to re-fire.	IMPLEMENTED-UNTESTED	boltrig/api/worker.py:340 "wire_hitl_resume(kernel, executor=executor)"; no test exercises the worker-side notifier (bounded: grep -rn "wire_hitl_resume" tests/)	NFR-REL-03
BT-REQ-1337	SPEC-13-api-composition-bootstrap	A KeyboardInterrupt stops the fleet worker cleanly with a log line rather than a traceback.	IMPLEMENTED-UNTESTED	boltrig/api/worker.py:440 "except KeyboardInterrupt:"; no test (bounded: grep -rn "KeyboardInterrupt" tests/)	-
BT-REQ-1338	SPEC-13-api-composition-bootstrap	The distribution installs exactly one console script, boltrig, pointing at boltrig.api.cli:main.	IMPLEMENTED	pyproject.toml:126 "boltrig = \"boltrig.api.cli:main\""; the kernel image smoke-tests it at deploy/kernel.Dockerfile:184 "/usr/local/bin/boltrig --help >/dev/null"	-
BT-REQ-1339	SPEC-13-api-composition-bootstrap	The CLI declares thirteen subcommands, requires one to be given, and dispatches every declared name to a real module.	IMPLEMENTED	boltrig/api/cli.py:33 "sub = parser.add_subparsers(dest=\"cmd\", required=True)"; tests/security/test_worker_feature_ledger.py::test_every_native_command_is_classified_and_registered	WRK-06
BT-REQ-1340	SPEC-13-api-composition-bootstrap	boltrig serve binds 127.0.0.1 unless an explicit --host is given.	IMPLEMENTED	tests/unit/test_cli.py::test_serve_is_loopback_only_unless_host_is_explicit	SEC-135
BT-REQ-1341	SPEC-13-api-composition-bootstrap	The three identity subcommands resolve their tenant identically: the flag, else the session tenant, else 'default'.	IMPLEMENTED-UNTESTED	boltrig/api/cli.py:215 "tenant = args.tenant or load_settings().session_tenant or \"default\""; no test drives _dispatch_identity (bounded: grep -rn "_dispatch_identity" tests/)	-
BT-REQ-1342	SPEC-13-api-composition-bootstrap	boltrig smoke and boltrig check-invariants resolve a script from the source tree and exit 2 when it is absent, which is the case inside both shipped images because neither Dockerfile copies scripts/.	IMPLEMENTED-UNTESTED	boltrig/api/cli.py:274 "script for '{args.cmd}' not found"; bounded: grep -n "^COPY\\	^ADD" deploy/kernel.Dockerfile deploy/fleet.Dockerfile, 2026-08-24, copies only kernel-entrypoint.py and fleet-entrypoint.sh
